Pincode,Latitude,Longitude
761001,19.328605,84.8018816
670741,11.81,75.48
670705,12.09,75.71
670705,12.09,75.65
670705,12.05,75.65
670649,11.75,75.52
670675,11.69,75.6
670102,11.72,75.52
670693,11.8,75.69
670705,12.08,75.66
670650,11.89,75.7
670650,11.82,75.67
464240,40.731268,-74.0603090
422103,19.78894,74.0153
422103,19.7902038,73.9368735
422103,20.080114,74.109818
422104,19.85001,73.99999
422104,19.7997185,74.3059486
422010,19.9353728,73.7654287
422202,20.2017969,73.8307798
422202,20.2053781,73.8315045
422202,20.24425,73.81655
422202,20.24425,73.81655
422202,20.2041727,73.8271959
422202,20.24425,73.81655
422203,19.73755,73.54974
563134,13.4780728,78.2962407
563135,13.4484731,78.3000957
563135,13.4324013,78.3591472
563135,13.3705496,78.2409262
563103,13.0710005,78.2111751
563136,13.0988318,78.4128999
563136,13.0301903,78.4252195
563137,13.0257999,78.0415844
563137,12.9157206,78.0786782
572211,13.2752587,76.7169275
572111,12.9215309,76.9326656
761001,19.359035,84.8066233
761001,19.340198,84.795941
761001,19.3532,84.784
487555,22.956824,78.844052
487555,23.028649,78.812779
487337,22.720896,79.293031
487661,22.9319,78.651221
487661,22.736462,78.681397
487661,23.001084,78.512129
487661,23.010165,78.637037
487661,23.083637,79.613713
487881,22.803486,78.662567
487881,22.840651,78.648384
487441,22.795254,78.877895
487441,22.910142,78.96559
487110,22.864258,79.152031
461661,22.487825,77.579136
461661,22.702964,77.936497
461661,22.736238,78.0281
461221,22.51867,77.601639
670571,12.2087087,75.4315593
670632,12.119009,75.5621234
670632,12.1002051,75.5778849
670581,12.1743438,75.414078
670581,12.1297547,75.4139708
670511,12.2730674,75.4710032
670511,12.279795,75.3452786
670562,12.0031748,75.3645345
670142,12.0326464,75.4160905
670142,12.0266658,75.3895354
670306,12.209985,75.356877
670306,12.1744763,75.3604388
670582,12.1170682,75.5807953
670582,12.11867,75.5189351
670582,12.1524515,75.4637789
670307,12.1592899,75.2643942
670307,12.0897654,75.2092695
670307,12.1771267,75.2462579
670307,12.091423,75.195558
670307,12.1534584,75.211308
670633,12.0940239,75.6324469
670308,12.0143194,75.2056056
670308,12.0735612,75.1832064
670631,12.0446786,75.4897512
670631,12.0456267,75.5339324
671531,12.3329497,75.1339001
671531,12.23205,75.12461
671531,12.3271178,75.0778531
671531,12.3646414,75.1596379
671316,12.4100833,75.0509337
671313,12.2018264,75.1383733
671313,12.1912,75.16785
671313,12.2109485,75.2140511
671311,12.1072537,75.1764261
671314,12.2825459,75.1771556
671314,12.3052223,75.1574567
671314,12.3150128,75.2776209
671314,12.2633106,75.153481
671314,12.2289378,75.1122123
671533,12.3880421,75.2833843
671534,12.3983167,75.3353173
671534,12.361162,75.3139949
671532,12.4814678,75.3129033
671532,12.4279965,75.3616223
671351,12.2184468,75.1238895
671310,12.1781085,75.1749671
671319,12.4437637,75.0549674
671541,12.4573174,75.1420578
671541,12.492477,74.990616
671541,12.5059674,75.2871608
670571,12.2085167,75.4111647
572111,12.9215309,76.9326656
572111,12.9215309,76.9326656
572111,12.9215309,76.9485966
572111,12.9215309,76.9326656
572212,12.9215309,76.9326656
572212,13.2652937,76.6581485
572212,13.2485963,76.6587823
572212,13.2652937,76.6587823
572114,13.2456529,76.6587823
572114,13.3069323,76.6277009
572114,13.3069323,76.6277009
572114,13.3069323,76.6277009
470441,24.200549,78.705103
470119,23.739762,78.347242
470119,23.663546,78.347242
470119,23.674711,78.3785347
470119,23.764733,78.2903247
470227,23.582428,79.144976
470227,23.625274,79.106867
470227,23.556181,79.002342
470227,23.310418,78.892044
470004,23.844611,78.849589
470339,24.383644,79.081452
470339,24.167805,78.9769
470339,24.180095,79.024952
470339,24.390981,79.183069
470120,23.798849,78.469511
691306,8.92,76.92
691306,8.87,76.92
691311,8.87,76.98
691311,8.87,76.95
691312,8.95,76.96
691312,8.93,76.98
691312,8.9,77.02
670632,12.0746409,75.5449161
680589,10.282268,76.218942
680584,10.698711,76.140693
680581,10.625349,76.221839
680581,10.609566,76.234044
680587,10.682384,76.423045
680587,10.6415,76.406893
488442,79.4621,24.0602
488442,23.1632,80.2744
488443,24.0602,79.4621
488442,79.84754,24.1196
488001,24.5336,80.1484
488001,24.5425,80.03
488001,24.7339,80.2263
488446,24.2499,79.8749
488446,24.2499,79.8749
488446,24.2499,79.8749
488446,24.2499,79.8749
488446,24.2499,79.8749
488446,24.1277,79.9044
488448,24.0168,80.3326
488448,24.04,80.1375
488448,24.4448,79.951
488442,24.6111,78.7808
488443,24.0602,79.4621
488442,24.2118,79.8678
488220,24.853635,80.178439
488220,24.8963959,80.2591597
488220,24.932171,80.357513
488220,24.8963989,80.2591567
488220,24.8963939,80.2591617
488220,24.89784,80.19644
488441,24.4697,79.96609
488441,24.722448,80.187108
488441,24.4697,79.96609
691309,9.03,77.1
691508,9.06,76.86
691508,9.04,76.85
689695,9.08,76.86
691333,8.99,76.94
691331,9.01,76.94
470120,23.77966,78.526331
470120,23.752298,78.62841
691333,8.96,76.92
691333,8.98,76.92
691331,9.04,76.96
486669,24.09,81.94
486669,24.15,81.91
486341,24.5373,81.3042
486341,24.5373,81.3042
486333,24.5373,81.3042
486333,24.5373,81.3042
486333,24.5373,81.3042
481335,28.936624,79.461951
481335,19.733885,76.300042
481449,21.598503,79.692305
481449,21.309792,79.596863
481449,0.103623,35.177656
481105,27.366336,75.183722
481331,21.730774,80.022751
481331,21.823446,80.053325
481331,23.205459,80.036496
481331,21.74316,80.081429
481331,21.353021,78.629589
481331,32.689306,75.233321
470441,24.206899,78.594472
470441,24.058472,78.825523
481449,21.959514,81.463602
481449,21.959514,81.463602
488333,24.60185,80.38007
488333,24.317141,80.485487
488333,24.244796,80.504944
488333,24.60185,80.38007
488222,24.722449,80.187107
488222,24.97015,80.39862
488222,24.722449,80.187107
761011,19.2202766,84.5333666
761007,19.37,84.572523
761007,19.3215366,84.4839216
761007,19.3425926,84.5662701
761004,19.0763577,84.5572536
761037,19.2015493,84.5668215
761037,19.1793382,84.5496431
761026,19.4030828,84.97005
761026,19.4068463,84.9579159
761026,19.4239833,84.9640137
761026,19.4203105,84.984952
431807,19.2,77.4
431807,19.2,77.4
458220,24.594159,74.862701
458220,24.27413,75.23885
457661,22.76,74.59
457661,22.76,74.59
457661,22.76,74.59
457661,22.76,74.59
457661,22.76,74.59
457887,22.22494,74.4467
457887,22,74
457887,22.3,74.35
457887,22.3317,74.1181
457887,22.3263,74.2678
457887,22.9201,74.5902
457770,23.05,74.74834
457770,23.33,74.75
486445,24.5373,81.3042
486445,24.5373,81.3042
486448,24.5373,81.3042
691553,9.07,76.67
691553,9.07,76.69
481449,21.601944,79.653017
481449,29.692779,77.746639
481449,0.103623,35.177656
481105,25.698368,85.166083
481331,21.80549,80.137276
481001,23.389756,79.016474
470441,23.997763,78.38604
470119,23.816835,78.358622
470119,23.857972,78.321633
470119,23.712076,78.3977317
470227,23.645936,79.212687
450445,21.2126,76.2652
450445,21.1776,76.2652
451001,21.2514,76.0638
451001,21.9276,75.6586
451001,21.7439,75.6237
451001,21.8112,75.7923
451001,22.2039,76.9902
451220,22.3615,75.9172
451220,21.6401,76.4201
451228,22.1368,75.7167
451228,22.1162,75.4916
451228,22.0922,75.6251
451228,22.0469,75.6237
451224,22.2801,75.5597
451224,22.2264,75.5748
451221,22.2001,75.7601
451221,22.2798,75.7117
457770,23.00938,74.94572
457770,22.76,74.59
457882,22.58,74.41
457882,22.54,74.41
457882,22.54,74.74
457882,22.58,74.41
457990,22.41,74.56
457990,22.41,74.56
457990,22.41,74.56
457990,22.41,74.56
457772,23.15,74.69
457772,23.15,74.59
457772,23.15,74.59
457779,22.9,74.54
457773,23.01,74.79
457773,23.01,74.79
457773,23.01,74.79
457775,22.58,75.2
457775,22.58,75.2
465693,26.782593,83.210697
465693,24.513182,75.747324
832107,22.8589,86.3729
832403,22.702335,85.927899
832403,22.702335,85.927899
457001,23.441757,74.972019
457001,23.230946,74.879952
465667,23.606806,76.977111
465667,17.431864,120.703155
465667,23.570252,76.967187
465693,20.669276,75.229079
465693,24.093137,76.343468
465693,22.801749,76.314519
465693,24.173162,76.338417
585417,NA,NA
585417,NA,NA
585226,NA,NA
585320,17.32,77.34
585320,17.37,77.37
585320,17.26,77.35
585320,17.23,77.34
585222,17.13,77.3
585222,17.09,77.26
585225,17.09,77
585225,17.05,77.04
577426,13.96,75.34
577426,14.02,75.28
577202,13.85,75.54
577226,13.72,75.4
477446,26.114397,78.907807
477111,26.756371,78.676748
477111,26.6575,78.707659
477111,26.728461,78.583118
477566,26.649181,78.931252
477447,25.992212,78.834725
477447,26.011765,78.936603
477447,25.956205,78.876758
477447,25.914907,78.876064
477116,26.443811,78.514969
477116,26.277405,78.511722
477116,26.547053,78.348012
477116,26.473916,78.473774
477116,26.467066,78.367099
477660,26.571492,78.550035
477660,26.592638,78.581264
477660,26.636541,78.52144
477660,26.560507,78.496897
477445,26.161632,78.98119
477445,26.25431,78.888668
477445,26.237878,78.924655
477566,26.671262,78.993751
477566,26.624476,78.98836
477447,26.07256,78.936721
477447,25.98926,78.91161
477447,26.086584,78.971309
477447,26.05676,78.875763
477447,26.063255,78.964865
477116,26.321472,78.478002
477116,26.503602,78.1427195
477116,26.522174,78.320117
477116,26.308191,78.529171
477116,26.535914,78.397808
477660,26.63345,78.476442
477660,26.581752,78.441737
460663,21.736457,77.998149
460663,25.793503,85.277421
460225,20.114478,75.565515
460668,21.631774,78.048075
460668,24.176337,78.19634
460668,24.176337,78.19634
460668,24.176337,78.19634
460661,21.814976,78.312638
460661,21.931918,78.333727
460661,21.018153,79.511863
460661,21.018153,79.511863
460661,21.142796,79.386679
460661,21.822186,78.20022
460449,22.193421,78.184943
460666,21.678233,78.182132
460666,21.678233,78.182132
460666,21.678233,78.182132
460666,21.742598,78.158781
460557,21.631689,77.9678
460440,22.134795,78.049502
460440,19.249686,73.041926
460440,23.055873,82.081567
460440,30.664855,76.851648
460440,30.664855,76.851648
690573,9.05,76.5
690573,9.03,76.52
690538,9.01,76.59
471105,24.910997,79.587777
480001,22.060015,78.9914742
480001,22.094572,78.851712
480001,26.128155,80.142858
480001,29.573331,77.689401
480001,22.094568,79.083714
480221,22.023793,79.175311
480221,22.218356,79.804459
480221,21.996613,78.773831
480111,21.711883,79.096984
480111,21.848823,79.102142
480111,21.848823,79.102142
480111,21.848823,79.102142
480111,21.828646,79.194353
480110,21.914895,79.176232
480110,21.880696,79.113925
480110,21.898223,79.211982
480110,21.898223,79.065212
480115,22.150668,78.51853
480115,22.18656,78.51853
480115,22.150668,78.705103
480115,22.075409,79.310641
450221,21.4281,76.3501
450221,21.4944,76.5364
450221,21.4616,76.4881
450445,21.2108,76.1993
450445,21.2353,76.3262
450445,21.1991,76.3332
451001,22.002,75.5451
451001,25.6129,75.8128
451001,21.7484,75.5262
451001,21.7897,75.548
451220,22.2802,75.8702
451220,22.2853,75.8475
451220,22.3139,75.8737
451220,22.2887,75.7545
451228,21.5856,76.0507
450221,24.3922,74.9179
450221,21.4702,76.5228
470227,23.548501,79.10122
470227,23.580154,79.050381
470339,24.252954,79.058856
470339,24.366805,79.214097
470120,23.810743,78.628525
470120,23.851896,78.512129
470221,23.525426,78.778789
486669,23.97,81.99
486669,24.22,82.35
486666,24.12,81.67
486666,24.21,81.64
486666,23.99,81.71
486666,24.21,81.72
486666,23.32,81.12
486666,24.04,81.61
283104,26.8000386,78.6058242
283104,26.8177856,78.5896227
480115,25.108222,74.884337
480115,22.104059,79.309937
480115,22.164733,79.268525
471510,24.17287,79.21933
471510,24.17287,79.21933
471510,24.17287,79.21933
471510,24.17287,79.21933
471515,25.130405,80.003128
471516,25.289288,80.272379
471501,25.0601,79.9437
471201,24.9655,79.3386
471201,24.9655,79.3386
471625,24.4537,80.4778
284123,NA,NA
284123,NA,NA
284123,NA,NA
284124,NA,NA
284404,NA,NA
284404,NA,NA
284404,NA,NA
477660,26.604328,78.618387
477445,26.131646,78.919526
477445,26.2908,78.835342
477445,26.204112,78.992402
477445,26.248115,78.933905
477445,26.171154,78.911564
136117,29.674897,76.256273
475682,26.086503,78.744787
475682,26.21966,78.747567
475682,26.099069,78.719278
475682,78.795786,78.795786
475682,26.19411,78.705103
475682,26.111627,78.693762
606803,13.2677,80.0503
606803,13.2677,80.0503
606803,13.2677,80.0503
606803,13.2677,80.0503
606706,12.0092,78.4334
606706,12.0092,78.4334
606611,12.2266,79.0746
606611,12.2266,79.0746
606611,12.2266,79.0746
606603,12.2266,79.0746
606603,12.2266,79.0746
606603,12.2266,79.0746
606707,12.0092,78.4334
606707,12.0092,78.4334
606707,12.0092,78.4334
606708,12.1082,78.8342
606708,12.1082,78.8342
606709,12.0092,78.4334
606709,12.0092,78.4334
606709,12.0092,78.4334
606753,12.5295,80.166
606753,12.5295,80.166
606753,12.5295,80.166
606753,12.5295,80.166
606604,12.2266,79.0746
606754,12.1075,79.2449
606902,12.8444,79.7995
606908,12.4042,78.965
606751,12.4346,79.0981
606751,12.4346,79.0981
606702,12.0092,78.4334
457001,23.37,75.02
457001,23.33,75.03
457001,23.33,75.03
457001,23.33,75.03
457001,23.33,75.03
457001,23.33,75.03
465667,21.43213,79.98005
465667,23.490382,77.059325
465693,21.761677,72.153792
465693,24.119724,76.242945
680585,10.714618,76.233093
680585,40.741211,-73.9832160
680601,10.620422,76.164474
680623,10.641844,76.221839
680623,10.6480514,76.2260706
680511,10.559554,76.074781
680523,11.52335,75.633902
680602,10.597678,76.094301
680602,10.594898,76.086606
679563,10.953393,75.945598
680507,10.561209,76.046444
680507,9.596766,76.398454
680103,10.521002,76.218011
680510,10.511847,76.093576
680510,11.455389,75.997118
680620,10.489667,76.134894
680003,10.525164,76.192864
680006,10.504629,76.235509
680541,10.590825,76.187068
680552,10.571765,76.129096
680652,10.567157,76.352867
680004,10.523456,76.200833
680551,10.545077,76.14649
680569,10.457388,76.086094
680569,10.44081,76.088587
680619,10.486385,76.071121
680586,10.673354,76.358664
606702,12.0092,78.4334
606702,12.0092,78.4334
604601,13.3725,80.3334
604601,13.3725,80.3334
606904,12.1874,79.408
606752,11.6053,79.1736
606752,11.6053,79.1736
606703,11.3516,77.1667
606703,11.3516,77.1667
606802,12.4935,79.4438
606802,12.4935,79.4438
606704,12.2681,78.8413
606704,12.2681,78.9413
606710,11.7517,79.304
606710,11.7817,79.304
606806,12.0917,79.1303
606806,12.0917,79.1303
632101,12.8607,78.9869
632101,12.8128,78.9497
632101,12.8907,78.9999
632101,12.8784,78.9933
632101,12.823,78.9459
632101,12.8806,78.9736
632101,12.872,78.9776
632055,12.8682,79.0882
632113,12.7935,79.1048
632113,12.7681,79.029
606803,13.2677,80.0503
606803,13.2677,80.0503
606803,13.2677,80.0503
606705,12.0092,78.4334
475682,26.269379,78.809947
475671,25.671947,78.628525
476332,25.901037,77.592185
476332,26.096738,77.339378
476134,26.6443216,78.0985783
476134,26.63794,78.082415
476134,26.6360033,78.1782066
476221,26.3425916,77.8199066
476221,26.2631966,77.8225683
476221,26.4037733,77.9301533
476221,26.2904733,77.73768
476221,26.3760083,77.7519366
476221,26.40553,77.8534583
476355,25.590658,77.06497
476355,25.662614,77.11906
476355,25.4268616,76.879525
476224,26.3427599,77.6961883
476554,26.5671166,78.172575
476554,26.62206,78.2521666
476554,26.6234266,78.2873166
476115,26.6362167,78.4239722
476115,26.6563968,78.4142654
284404,NA,NA
284404,NA,NA
284404,NA,NA
284405,NA,NA
284405,NA,NA
284405,NA,NA
284406,NA,NA
284406,NA,NA
284406,NA,NA
284406,NA,NA
284403,NA,NA
284402,NA,NA
284402,NA,NA
284122,NA,NA
691583,9.01,76.55
691583,9.01,76.53
690547,9.12,76.49
690523,9.07,76.54
690536,9.04,76.55
691573,8.88,76.73
691302,8.79,76.69
691578,8.83,76.71
691578,8.84,76.77
691579,8.94,76.72
691003,8.91,76.56
691501,8.98,76.7
691577,8.9,76.65
691503,8.98,76.7
691021,8.89,76.63
691601,8.97,76.61
691534,8.86,76.84
691557,9.04,76.81
691559,8.82,76.99
691505,9,76.7
691505,8.99,76.75
691536,8.85,76.92
284122,NA,NA
284122,24.8645,78.6254
284122,NA,NA
284123,NA,NA
284123,NA,NA
284123,NA,NA
284123,NA,NA
691536,8.83,76.94
690542,9.07,76.5
690542,9.08,76.49
691584,8.97,76.56
690544,9.06,76.53
690523,9.08,76.57
691302,8.81,76.72
691602,8.96,76.6
691576,8.9,76.69
691576,8.9,76.71
691571,8.87,76.69
691501,8.95,76.69
691501,8.97,76.67
691503,8.99,76.66
691334,8.83,76.7
691010,8.87,76.6
691500,9.03,76.65
691534,8.87,76.87
691536,8.86,76.95
471408,24.5566,79.7773
471408,24.5566,78.9739
472001,24.8517,78.9932
472001,24.7694,78.9109
472010,24.4813,79.2335
472111,24.7018,79.101
471405,24.5127,79.5772
471405,24.6059,79.566
471405,24.6222302,79.4902698
471405,24.6222292,79.4902708
471405,24.6222272,79.4902728
471318,24.135033,79.119748
471318,24.2401,79.2479
471515,24.818666,80.540549
577226,13.84,75.4
577414,13.77,75.24
577414,13.8,75.18
577414,13.73,75.16
577414,13.75,75.11
577232,13.73,75.34
577415,13.63,75.25
680586,10.716672,76.35794
680589,10.636887,76.280496
679106,10.71821,76.392667
680590,10.691866,76.233428
680583,11.596294,78.598918
680587,10.692793,76.378198
680587,10.692793,76.378198
680588,9.565854,76.527351
680588,10.727877,76.424492
680588,10.745425,76.447632
680588,10.745425,76.447632
680596,10.616866,76.185619
680506,10.582304,76.035234
680511,10.569954,76.088501
680543,10.716918,76.087051
680519,10.698612,76.112362
680544,10.677011,76.035779
680501,10.618336,76.126197
680505,11.541151,76.021783
680542,10.680755,76.184895
679561,10.675403,76.020332
680508,11.105304,75.932967
679562,10.453191,76.284194
679562,10.658381,75.978254
680641,10.452596,76.103001
680008,10.541353,76.217494
680027,10.48601,76.214458
680007,10.497712,76.192864
680028,10.598763,76.299356
680751,10.507807,76.325581
680751,10.944401,76.243567
680306,10.470612,76.231979
680306,10.472413,76.256443
680552,10.59348,76.123298
680552,10.520218,76.195927
680652,10.53558,76.336231
680012,10.485713,76.169679
680551,10.691924,76.088707
680586,10.62752,76.39556
680586,10.742981,76.344818
679531,10.731945,76.268187
679531,10.722485,76.302937
680589,10.636381,76.306212
670632,12.0762761,75.5596929
670581,12.1589478,75.3884424
670581,12.1192807,75.4257324
670581,12.1642193,75.4301548
670581,12.2013527,75.3859426
670511,12.3023305,75.3650951
670511,12.2925583,75.4371285
670511,12.2979539,75.4067936
670511,12.2566439,75.3909945
670511,12.2598119,75.4490386
670511,12.2474176,75.3577566
670142,12.0863034,75.4132246
670521,12.1828872,75.2196335
670521,12.1602974,75.1924228
670306,12.139068,75.3791069
670306,12.1525145,75.3077173
670306,12.1368233,75.290924
670582,12.124704,75.475254
461661,22.732644,77.865313
461661,22.723443,77.936741
461221,22.600442,77.372638
461221,22.493261,77.536146
461221,22.672557,77.656476
461221,22.601413,77.53328
670582,12.1221518,75.5058321
670582,10.8505159,76.2710832
670563,12.0132446,75.4056126
670143,12.0277501,75.3199067
670307,12.1297694,75.2165221
670307,12.1583892,75.2216519
670307,12.087948,75.1793443
670307,12.123587,75.2403727
670631,12.0895975,75.4956221
670631,12.0437982,75.553443
671531,12.3290807,75.0748032
671531,12.3909815,75.1956293
671531,12.3204747,75.1066117
671531,12.23205,75.12461
671531,12.3908225,75.1685056
671531,12.4130803,75.1924755
671316,12.3765516,75.0737321
671313,12.2659352,75.1892576
671313,12.2457637,75.1731773
671313,12.2785147,75.2799883
671313,12.1912,75.16785
671311,12.1417813,75.1720487
671314,12.2887109,75.2380129
671314,12.2604,75.10846
671314,12.2843855,75.2084989
671314,12.2604,75.10846
671314,12.2387246,75.1294106
671314,12.3000453,75.1361525
671314,12.2640071,75.1043394
671534,12.3712634,75.3510559
671310,12.1667584,75.1581863
671310,12.2123546,75.1711767
671310,12.1997337,75.1632936
671310,12.1947629,75.1282287
671319,12.4479048,75.0421312
671319,12.4399817,75.0165035
321206,27.088291,76.797087
321206,27.379234,77.174398
321205,27.383186,77.062203
321205,27.454164,77.072995
321205,27.462975,77.082348
321205,27.66908,77.069588
670571,12.2295571,75.4825347
670571,12.1886978,75.4428345
606705,12.0092,78.4334
680301,10.45,76.24
680301,10.39,76.28
680561,10.37,76.13
680666,10.19,76.14
680683,10.33,76.12
680683,10.32,76.26
678593,15.5934,76.5761
678593,15.5934,75.5598
678593,15.5934,76.5761
679514,10.918,76.4236
673577,10.9347,75.9199
679336,11.3361,75.8351
679336,10.83,76.29
679522,10.8922,75.9995
679522,10.8922,75.9995
679309,15.5934,76.0831
679533,15.5934,76.1166
679533,15.5934,76.1166
678598,15.5934,76.5761
679307,10.9449,76.0831
679122,10.7709,76.3784
679122,15.5934,76.3784
679121,15.5934,76.3784
679513,10.2134,76.1894
679514,10.918,76.4236
679514,10.918,76.4236
679102,15.5934,76.3784
679502,15.5934,75.9955
679534,15.5934,76.1974
679534,15.5934,76.1974
679522,15.5934,75.9995
679533,15.5934,76.1166
678632,10.4775,76.4064
679122,10.7709,76.3784
679122,10.7709,76.3784
577415,13.69,75.35
577222,13.9,75.63
577222,13.94,75.63
577222,13.92,75.64
627758,9.2074,77.3857
627758,9.1999,77.4377
627758,9.2289,77.4092
627862,9.1261,77.4856
627862,9.1108,77.4438
627862,9.1019,77.4127
627851,8.8314,77.4269
627851,8.8126,77.548
627851,8.8218,77.4833
581120,14.6159708,75.3033426
581119,14.5034099,75.6518421
581119,14.4349679,75.6251091
581119,14.5016932,75.5986271
581198,14.7433808,75.4727486
581110,14.7416818,75.4027679
581110,14.8531115,75.3715792
581110,14.7940278,75.3334167
581110,14.8039305,75.3909448
581110,14.7781277,75.447829
581102,14.7569045,75.1560626
581202,14.9114289,75.2291134
581202,14.8941236,75.2560104
581106,14.6307549,75.4474135
581106,14.61341,75.4073449
471525,25.130407,80.003126
471515,24.558738,80.894505
471525,25.17801,80.24325
471525,25.0984,80.207
471525,25.1217,80.2489
321204,27.025374,88.25467
321204,27.689788,77.213264
321204,27.68588,77.001846
321202,27.315291,77.452987
321202,27.405656,77.414254
321202,27.367852,77.364026
321642,26.979227,77.673655
321642,27.149763,77.183743
321642,27.18796,77.190493
321024,27.516103,77.04925
321024,27.502432,77.08019
461001,22.83376,77.808136
325220,24.61,76.8
325220,24.52,76.94
325221,26.02,76.01
325221,24.44,76.66
325221,24.52,76.62
325221,24.62,76.54
325216,25.14,76.65
325216,25.19,76.75
325216,25.13,76.69
325215,25.33,76.51
325215,25.34,76.46
325215,24.93,76.64
325215,25.32,76.65
325219,24.81,76.77
325219,24.77,76.63
325219,24.69,76.71
325219,24.71,76.72
325219,24.67,76.71
326517,24.62,76.95
326517,24.82,76.17
326519,24.58,75.98
326519,24.62,75.99
325601,24.86,76.25
325601,24.97,76.25
325203,25.12,76.06
325203,25.14,76.12
325204,24.47,76.63
325204,25.26,76.18
325204,25.34,76.18
325204,25.45,76.2
325204,25.25,76.15
324008,25.2,75.8
325003,24.99,75.92
324010,25.02,75.69
325001,25.02,75.89
325001,25.04,76.03
325001,24.83,72.42
325001,25.1,76.04
325001,25.07,75.96
313604,24.38,74.35
313604,24.43,74.26
313604,24.33,74.27
313604,24.39,74.32
457001,23.33,75.03
457001,23.33,75.03
457001,23.33,75.03
457001,23.33,75.03
457001,23.33,75.03
457001,23.33,75.03
457001,23.33,75.03
413515,18.700008,76.933292
413522,18.115836,76.752844
413522,18.115836,76.752844
413522,18.115836,76.752844
413522,18.115836,76.752844
413520,18.250006,76.499994
413520,18.250006,76.499994
413520,18.250006,76.499994
457775,22.58,75.2
457775,22.58,75.2
457775,22.897751,74.79807
679122,10.7709,76.3784
679513,10.918,76.4236
678593,15.5934,76.5761
679534,10.5171,76.1974
793114,NA,NA
793106,NA,NA
793106,NA,NA
793106,NA,NA
799104,NA,NA
799104,NA,NA
799105,NA,NA
799141,NA,NA
799105,NA,NA
793101,NA,NA
793101,NA,NA
761132,20.0087566,84.428055
761132,20.0889833,84.53898
761122,19.70033,84.6262416
761122,19.7541983,84.6359183
761140,19.9129283,84.6011083
761140,19.9266816,84.6059883
761131,19.9540488,84.6222378
761131,20.0456433,84.6164199
761132,19.9934784,84.5496198
761132,20.0761767,84.4776817
761122,19.7449633,84.6532683
761140,19.92108,84.626295
761140,19.9357572,84.5799192
793106,NA,NA
793108,NA,NA
793106,NA,NA
793111,NA,NA
793101,NA,NA
793106,NA,NA
793106,NA,NA
793106,NA,NA
457888,22.11,74.37
457777,23,74.57
457777,23,74.57
457777,23,74.57
457777,23,74.57
458441,24.392064,74.916131
457770,22.76,74.59
457770,22.76,74.59
457882,22.58,74.41
457882,22.58,74.41
457882,22.58,74.41
457990,22.41,74.56
457990,22.41,74.56
457990,22.41,74.56
457772,23.15,74.59
457779,22.9,74.54
457779,22.9,74.54
313604,24.5,74.19
313604,24.42,74.21
313604,24.28,74.2
313604,24.33,74.31
686651,9.8204,76.5351
686651,9.8204,76.5351
686651,15.5934,76.5351
686651,15.5934,76.5351
686574,9.728,76.7063
686574,15.5934,76.7063
686574,15.5934,76.7063
686574,15.5934,76.7063
686578,9.697,76.7241
686578,9.697,76.7241
686578,9.697,76.7241
686121,15.5934,76.7833
686571,15.5934,76.607
686572,9.728,76.7063
686582,11.7225,75.6035
686582,11.7225,75.6035
686582,9.655685,76.832752
686582,15.5934,75.6035
686577,9.728,76.7063
686604,9.2634,76.5474
686611,9.8204,76.5351
686611,15.5934,76.5351
686144,9.7471,76.3952
686144,15.5934,76.3952
686608,9.8128,76.3909
686608,9.8004,76.3951
686608,9.7977,76.3956
686633,9.669,76.5592
686633,15.5934,76.5592
686633,15.5934,76.5592
686633,15.5934,76.5592
325217,25.17,77.29
325217,25.29,77.23
325217,25.26,77.25
325217,25.18,77.23
457773,23.01,74.79
457775,22.58,75.2
457775,22.58,75.2
457993,22.64,74.52
457993,22.64,74.52
457993,22.64,74.52
457888,22.11,74.37
457888,22.11,74.37
457888,22.11,74.37
457888,22.130851,74.28542
457777,23,74.57
465685,22.232125,79.377529
465685,24.180212,79.231017
465689,24.392215,74.917954
465689,23.865609,76.470768
471101,24.73336,79.97855
471101,24.73336,79.97855
471411,25.0544,79.6247
471411,25.0544,79.6247
471313,24.3998637,79.0221167
481661,26.456632,80.771321
471001,24.986834,79.640035
471001,24.922265,79.60248
471311,24.53118,79.3006
471311,24.68753,79.3310589
471311,24.53118,79.3006
471311,24.53118,79.3006
471105,24.910994,79.58778
471105,24.910996,79.587778
281305,27.47,77.69
281202,27.47,77.69
281202,27.47,77.69
480555,22.314643,88.316236
480555,22.188503,78.461331
480224,22.636755,79.232431
480224,22.636755,79.232431
480224,23.212136,79.991938
480551,22.191347,78.58218
480551,22.191347,78.58218
480551,21.629738,87.323975
480551,21.463386,79.171431
480105,21.871514,73.503052
480557,22.213623,78.745495
480557,22.213623,78.745495
476115,26.744005,78.5024399
476115,26.70504,78.4219033
476115,26.7513033,78.4144416
476115,26.7299466,78.4650549
476229,26.2588899,77.3107983
476229,26.2003383,77.4899866
476229,26.2848,77.4707683
476229,26.1795266,77.30048
476229,26.1519283,77.4392733
476339,25.5216772,76.7760297
476337,25.6849733,76.4889916
476337,25.81832,76.6280566
476337,25.764471,76.5903256
314001,23.878474,73.741902
314001,23.767735,73.619271
314037,23.708888,73.777203
314037,23.724164,73.838966
475336,25.886468,78.685255
475682,26.131073,78.811363
475685,25.762313,78.298864
475685,25.740317,78.414792
475685,25.841466,78.41266
475673,26.082483,78.693762
475673,25.890459,78.496504
475673,26.04075,78.756122
475671,25.671947,78.628525
475671,25.64951,78.602986
475671,25.664785,78.537691
314001,23.920877,73.706594
314001,23.942708,73.694823
